Name,Restaurant_Type,Address,Zip_Code,Phone
Restaurant Lubitsch,Deutsches Restaurant,Bleibtreustr. 47,10623 Berlin–Charlottenburg,(030) 886 266 60
Hotel Villa Kastania GmbH,Mediterranes Restaurant,Kastanienallee 20,14052 Berlin–Charlottenburg,(030) 300 002 0
Restaurant Orchidee,Asiatisches Restaurant,Stuttgarter Platz 13,10627 Berlin–Charlottenburg,(030) 319 974 67
Restaurant Phoenicia,Arabisches Restaurant,Olivaer Platz 15,10707 Berlin–Charlottenburg,None
Restaurant R 23,Deutsches Restaurant,Rankestr. 23,10789 Berlin–Charlottenburg,(030) 214 588 88
Restaurant Riviera,Italienisches Restaurant,Knesebeckstr. 70,10623 Berlin–Charlottenburg,(030) 887 153 80
Restaurant Scheune,Deutsches Restaurant,Eichkampstr. 155,14055 Berlin–Charlottenburg,(030) 892 490 3
Restaurant Viet's,Vietnamesisches Restaurant,Wilmersdorfer Str. 105,10629 Berlin–Charlottenburg,None
Restaurant Weinrot,Internationales Restaurant,Fasanenstr. 9-10,10623 Berlin–Charlottenburg,(030) 311 030
Restaurant Weiss,Deutsches Restaurant,Leibnizstr. 31,10625 Berlin–Charlottenburg,(030) 318 048 50
Restaurantschiff Capt’n Schillow,Restaurantschiff,Straße des 17. Juni 113 - Am Charlottenburger Tor,10623 Berlin–Charlottenburg,(030) 315 050 15
Ribs & More,Steakhaus,Marburger Str. 14,10789 Berlin–Charlottenburg,None
Rice Japanese Restaurant,Japanisches Restaurant,Wielandstr. 38,10629 Berlin–Charlottenburg,None
Ristorante Da Toni,Italienisches Restaurant,Pariser Str. 18a,10585 Berlin–Charlottenburg,(030) 347 049 08
Ristorante Don Camillo,Italienisches Restaurant,Schloßstr. 7-8,14059 Berlin–Charlottenburg,(030) 322 357 2
Ristorante Doro,Italienisches Restaurant,Marburger Str. 15,10789 Berlin–Charlottenburg,None
Ristorante Nuovo Mario,Italienisches Restaurant,Fasanenstraße 11a,10623 Berlin–Charlottenburg,(030) 319 983 63
Ristorante Papageno,Italienisches Restaurant,Richard-Wagner-Str. 13,10585 Berlin–Charlottenburg,None
Ristorante Rosati,Italienisches Restaurant,Bismarckstr. 88,10627 Berlin–Charlottenburg,(030) 312 836 8
Ristorante Tre,Italienisches Restaurant,Giesebrechtstr. 3,10629 Berlin–Charlottenburg,(030) 889 206 68
Ristorante-Arlecchino,Italienisches Restaurant,Meinekestr. 25,10719 Berlin–Charlottenburg,(030) 881 256 3
Roca,Internationales Restaurant,Hardenbergstr. 28 - im Hotel Waldorf Astoria,10623 Berlin–Charlottenburg,(030) 814 000 246 0
Rocco Charlottenburg,Mediterranes Restaurant,Kaiserdamm 109,14057 Berlin–Charlottenburg,None
Romero,Italienisches Restaurant,Fasanenstr. 81a,10623 Berlin–Charlottenburg,None
Rosso Berlin,Pizzeria,Helmholtzstr. 24,10587 Berlin–Charlottenburg,(030) 588 480 11
Sachiko Sushi,Japanisches Restaurant,Jeanne-Mammen-Bogen 584,10623 Berlin–Charlottenburg,(030) 313 228 2
Safrani,Afghanisches Restaurant,Wilmersdorfer Str. 129,10627 Berlin–Charlottenburg,(030) 552 899 06
Sagano,Sushirestaurant,Kurfürstendamm 182,10707 Berlin–Charlottenburg,None
Saigon Green,Vietnamesisches Restaurant,Kantstr. 23,10623 Berlin–Charlottenburg,(030) 450 863 42
Saigon Tapas,Vietnamesisches Restaurant,Wilmersdorfer Str. 75,10629 Berlin–Charlottenburg,(030) 486 267 05
Saigon Today,Vietnamesisches Restaurant,Wilmersdorfer Str. 69,10629 Berlin–Charlottenburg,(030) 327 660 81
Brasserie Saint Germain,Franzoesisches Restaurant,Goethestr. 4,10623 Berlin–Charlottenburg,(030) 375 914 50
Sake Sushi Bar,Sushirestaurant,Schlüterstr. 33,10629 Berlin–Charlottenburg,None
Sakura II,Japanisches Restaurant,Kaiserdamm 32,14057 Berlin–Charlottenburg,(030) 302 495 5
Salhino,Georgisches Restaurant,Waitzstr. 1,10629 Berlin–Charlottenburg,(030) 555 945 63
Salumeria Via Vai,Italienisches Restaurant,Reichsstr. 9,14052 Berlin–Charlottenburg,(030) 304 774 1
Samos,Griechisches Restaurant,Leibnizstr. 56a,10629 Berlin–Charlottenburg,(030) 883 611 1
Samowar,Russisches Restaurant,Luisenplatz 3,10585 Berlin–Charlottenburg,None
Fiorentino GbR,Italienisches Restaurant,Mommsenstr. 36,10629 Berlin–Charlottenburg,(030) 323 169 7
San Marino,Italienisches Restaurant,Savignyplatz 12,10623 Berlin–Charlottenburg,None
Saray,Persisches Restaurant,Luisenplatz 2,10585 Berlin–Charlottenburg,None
Satyam,Indisches Restaurant,Goethestr. 5,10623 Berlin–Charlottenburg,(030) 318 061 11
Sausalitos Holding GmbH,Mexikanisches Restaurant,Fasanenstr. 81,10623 Berlin–Charlottenburg,(030) 310 122 55
Schah en Schah,Arabisches Restaurant,Wielandstr. 45,10625 Berlin–Charlottenburg,(030) 556 258 79
Theaterlokal Schillerklause,Deutsches Restaurant,Am Schillertheater 1,10625 Berlin–Charlottenburg,(030) 313 599 6
Schlemmer Pylon,Imbiss,Marburger Str. 16,10789 Berlin–Charlottenburg,(0172) 569 337 2
Schnitzelei,Deutsches Restaurant,Röntgenstr. 7,10587 Berlin–Charlottenburg,(030) 347 027 77
Schweighofer's,Oesterreichisches Restaurant,Weimarer Str. 12,10625 Berlin–Charlottenburg,(030) 313 012 7
Semiramis,Internationales Restaurant,Dahlmannstr. 20,10629 Berlin–Charlottenburg,(030) 323 035 31
Shikgoo,Koreanisches Restaurant,Tegeler Straße 25,13353 Berlin–Charlottenburg,None
Shiso Burger,Burger,Kantstraße 51,10625 Berlin–Charlottenburg,(030) 397 102 33
Simela,Italienisches Restaurant,Kantstr. 146,10623 Berlin–Charlottenburg,None
Sole d'Oro,Italienisches Restaurant,Wilmersdorfer Str. 153,10585 Berlin–Charlottenburg,(030) 243 582 99
Sons of Mana,Amerikanisches Restaurant,Budapester Str. 38-50 - im Bikini Berlin,10787 Berlin–Charlottenburg,None
SoupKultur,Suppenbar,Kurfürstendamm 66,10707 Berlin–Charlottenburg,(030) 887 287 54
SoupKultur,Suppenbar,Kurfürstendamm 224,10719 Berlin–Charlottenburg,(030) 886 292 82
Spreegold GmbH,Internationales Restaurant,Budapester Straße 50 - im Bikini Berlin,10787 Berlin–Charlottenburg,(030) 375 879 80
Standard Serious Pizza,Pizzeria,Schlüterstr. 63,10625 Berlin–Charlottenburg,(030) 327 643 10
Steakhaus Cortador,Steakhaus,Tegeler Weg 10,10589 Berlin–Charlottenburg,(030) 340 942 44
Stella Alpina,Italienisches Restaurant,Suarezstr. 4,14057 Berlin–Charlottenburg,(030) 322 280 5
Sticks'n'Sushi Restaurants Berlin GmbH,Sushirestaurant,Kantstraße 152,10623 Berlin–Charlottenburg,None
Subway,Fast Food,Kurfürstendamm 180,10707 Berlin–Charlottenburg,(030) 252 911 00
Sushi Berlin,Sushirestaurant,Knesebeckstr. 88,10623 Berlin–Charlottenburg,(030) 315 095 61
Sushi King Berlin,Sushirestaurant,Richard-Wagner-Straße 49,10585 Berlin–Charlottenburg,None
Sy Restaurant Charlottenburg,Asiatisches Restaurant,Kantstr. 54,10627 Berlin–Charlottenburg,(030) 327 657 61
T. Viet,Vietnamesisches Restaurant,Kaiserdamm 25a,14057 Berlin–Charlottenburg,None
Ta Panta Ri,Griechisches Restaurant,Düsseldorfer Str. 75,10719 Berlin–Charlottenburg,(030) 873 734 6
Taiwanesische Bauernstube,Asiatisches Restaurant,Morsestr. 3,10587 Berlin–Charlottenburg,(030) 393 679 8
Tapas,Spanisches Restaurant,Grolmanstr. 52,10623 Berlin–Charlottenburg,(030) 318 091 70
Taverna Ambrosios,Griechisches Restaurant,Galvanistr. 12a,10587 Berlin–Charlottenburg,(030) 341 555 4
Taverna Elena,Griechisches Restaurant,Gierkezeile 23,10585 Berlin–Charlottenburg,(030) 342 069 7
Taypar Burger,Burger,Wilmersdorfer Str. 144,10585 Berlin–Charlottenburg,(030) 374 761 75
Terzo Mondo,Griechisches Restaurant,Grolmanstr. 28,10623 Berlin–Charlottenburg,(030) 881 526 1
Thai Food Orchidee,Thailaendisches Restaurant,Reichsstr. 92a,14052 Berlin–Charlottenburg,(030) 304 769 7
The Butcher,Steakhaus,Kantstr. 144,10623 Berlin–Charlottenburg,None
Roof GmbH & Co. KG,Imbiss,Budapester Straße 38–50 - im Bikini Berlin 2. OG,10787 Berlin–Charlottenburg,(030) 138 943 00
Thomas-Eck,Deutsches Restaurant,Pestalozzistr. 25,10627 Berlin–Charlottenburg,(030) 312 874 2
Tiger Club Vegan Sushi,Veganes Restaurant,Knesebeckstr. 99,10623 Berlin–Charlottenburg,(030) 327 665 70
Timeless Restaurant,Mexikanisches Restaurant,Kaiserin-Augusta-Allee 92,10589 Berlin–Charlottenburg,(030) 340 963 31
Tiroler Stuben Berlin GmbH,Oesterreichisches Restaurant,Heerstr. 137,14055 Berlin–Charlottenburg,(030) 300 99 466
Trattoria Da Antonio,Italienisches Restaurant,Bismarckstr. 60,10627 Berlin–Charlottenburg,(030) 209 172 32
Trattoria Da Gianni,Italienisches Restaurant,Leonhardtstr. 1,14057 Berlin–Charlottenburg,(030) 810 134 09
Trattoria Da Luca,Italienisches Restaurant,Kurfürstendamm 212,10719 Berlin–Charlottenburg,None
Trattoria Da Noi,Italienisches Restaurant,Pfalzburger Str. 24,10719 Berlin–Charlottenburg,(030) 863 994 14
Trattoria Fortuna,Italienisches Restaurant,Kaiserdamm 4,14057 Berlin–Charlottenburg,None
Trattoria Fra Diavolo,Italienisches Restaurant,Neufertstr. 22,14059 Berlin–Charlottenburg,(030) 301 094 50
Trattoria Romantica,Italienisches Restaurant,Schillerstr. 53,10627 Berlin–Charlottenburg,(030) 810 326 88
Trattoria Rossi,Italienisches Restaurant,Friedbergstr. 22,14057 Berlin–Charlottenburg,(030) 300 079 63
Trattoria Tatou,Italienisches Restaurant,Kantstr. 16,10623 Berlin–Charlottenburg,None
Tu-Long,Chinesisches Restaurant,Otto-Suhr-Allee 25,10585 Berlin–Charlottenburg,(030) 383 777 97
Tutti Gusti,Italienisches Restaurant,Heerstr. 11,14052 Berlin–Charlottenburg,(030) 306 147 49
Upper Burger Grill,Burger,Rankestr. 3,10789 Berlin–Charlottenburg,(030) 552 217 33
Yuhang Wu & Jonas Borchers GbR,Chinesisches Restaurant,Sprengelstraße 15,13353 Berlin–Charlottenburg,(030) 56009028
Vadoli,Italienisches Restaurant,Kantstr. 55,10627 Berlin–Charlottenburg,(030) 403 639 550
Vapiano - Augsburger Str.,Italienisches Restaurant,Augsburger Str. 43,10789 Berlin–Charlottenburg,(030) 887 141 95
Vapiano - Tauentzienstr.,Italienisches Restaurant,Tauentzienstr. 9-12,10789 Berlin–Charlottenburg,(030) 230 050 60
Vaust,Veganes Restaurant,Pestalozzistr. 8,10625 Berlin–Charlottenburg,(030) 545 991 60
Vegang,Veganes Restaurant,Kantstr. 33,10625 Berlin–Charlottenburg,None
Velvet Leaf,Veganes Restaurant,Damaschkestr. 12-14,10711 Berlin–Charlottenburg,(030) 609 434 52
Viet Next Door,Veganes Restaurant,Schillerstr. 73,10627 Berlin–Charlottenburg,(030) 984 173 03
Viet-Frisch,Vietnamesisches Restaurant,Kantstr. 83,10627 Berlin–Charlottenburg,None
Villa Kulinaria,Internationales Restaurant,Brahestr. 39,10589 Berlin–Charlottenburg,(030) 383 099 44
Vincent Burger,Burger,Tauroggener Str. 9,10589 Berlin–Charlottenburg,(030) 397 264 18
Wartesaal,Internationales Restaurant,Kantstr. 10,10623 Berlin–Charlottenburg,None
Wiener Beisl,Oesterreichisches Restaurant,Kantstr. 152,10623 Berlin–Charlottenburg,(030) 310 150 90
Wienerwald,Imbiss,Lehniner Platz 2,10709 Berlin–Charlottenburg,(030) 318 056 59
Wilhelm Hoeck 1892,Deutsches Restaurant,Wilmersdorfer Str. 149,10585 Berlin–Charlottenburg,(030) 345 098 48
Wilhelm & Medné,Biorestaurant,Horstweg 35,14059 Berlin–Charlottenburg,(030) 880 079 33
Windburger,Burger,Windscheidstraße 26,10627 Berlin–Charlottenburg,(030) 437 271 77
XL Döner,Imbiss,Schloßstraße 27b,14059 Berlin–Charlottenburg,(030) 322 683 3
Ya Karim,Imbiss,Müllerstr. 138,13353 Berlin–Charlottenburg,(030) 498 091 85
Zen House,Veganes Restaurant,Kantstr. 71,10627 Berlin–Charlottenburg,(030) 373 054 98
Ziko's Grill,Internationales Restaurant,Kaiser-Friedrich-Str. 61a,10627 Berlin–Charlottenburg,(030) 323 705 3
Zum Patzenhofer,Deutsches Restaurant,Meinekestr. 26,10719 Berlin–Charlottenburg,(030) 882 113 5
12 Apostel,Italienisches Restaurant,Bleibtreustr. 49,10623 Berlin–Charlottenburg,(030) 818 191 60
Hansen & Müller GbR,Europaeisches Restaurant,Giesebrechtstr. 3,10629 Berlin–Charlottenburg,(030) 922 580 49
Restaurant 1811,Gourmetrestaurant,Schlüterstr. 55,10629 Berlin–Charlottenburg,(030) 881 344 0
2Friends,Burger,Wilmersdorfer Str. 156,10585 Berlin–Charlottenburg,(030) 915 484 62
893 Ryotei,Japanisches Restaurant,Kantstr. 135,10625 Berlin–Charlottenburg,(030) 917 031 21
Al Mondo,Italienisches Restaurant,Mühsamstr. 45,10249 Berlin–Friedrichshain,(030) 420 272 02
Aleppo Supper Club,Arabisches Restaurant,Rigaer Str. 58,10247 Berlin–Friedrichshain,(0177) 743 553 3
Alex,Internationales Restaurant,Hedwig-Wachenheim-Str. 14 - Mercedes Platz,10243 Berlin–Friedrichshain,(030) 233 210 660
Allermunde Pizzamanufaktur,Italienisches Restaurant,Frankfurter Allee 17,10247 Berlin–Friedrichshain,(030) 886 610 00
Alpenwirt,Alpenlaendisches Restaurant,Karl Marx Allee 90a,10243 Berlin–Friedrichshain,(030) 296 572 7
Amar - Mercedes Platz,Indisches Restaurant,Mühlenstr. 13-18,10243 Berlin–Friedrichshain,(030) 293 878 80
Amber,Indisches Restaurant,Simon-Dach-Str. 8,10245 Berlin–Friedrichshain,(030) 667 794 12
Anastasia,Russisches Restaurant,Samariterstr. 13,10247 Berlin–Friedrichshain,(030) 420 253 82
Auf die Hand - Mercedes Platz,Bistro,Hedwig-Wachenheim-Str. 12,10243 Berlin–Friedrichshain,(030) 488 237 59
Auszeit – La Cucina Mediterranea,Mediterranes Restaurant,Neue Bahnhofstr. 32,10245 Berlin–Friedrichshain,(030) 246 451 39
Avocado Club,Internationales Restaurant,Holteistraße 13,10245 Berlin–Friedrichshain,None
Babo Sushi,Sushirestaurant,Warschauer Str. 61,10243 Berlin–Friedrichshain,None
Bariton,Mexikanisches Restaurant,Weserstr. 23,10247 Berlin–Friedrichshain,None
BBB Berlin,Burger,Sonntagstr. 1,10245 Berlin–Friedrichshain,None
Bio Fein Bio,Biorestaurant,Simon-Dach-Str. 10,10245 Berlin–Friedrichshain,(01577) 701 536 6
Bistro Bardot,Vegetarisches Restaurant,Boxhagener Str. 83,10245 Berlin–Friedrichshain,(030) 692 097 082
Block House,Steakhaus,Karl-Marx-Allee 91,10243 Berlin–Friedrichshain,(030) 422 477 3
Brgrs Brgrs - Organic Burgers,Biorestaurant,Pettenkoferstr. 2b,10247 Berlin–Friedrichshain,(0152) 520 779 32
Brgrs Brgrs - Organic Burgers,Biorestaurant,Brückenstr. 1a,10179 Berlin–Friedrichshain,(0176) 214 065 82
Budike,Deutsches Restaurant,Kochhannstr. 24,10249 Berlin–Friedrichshain,(030) 426 006 6
Buffalo,Steakhaus,Dircksenstr. 126,10178 Berlin–Friedrichshain,(030) 985 634 07
Burger King Beteiligungs GmbH,Fast Food,Alexanderplatz 8,10178 Berlin–Friedrichshain,(030) 288 860 30
Burger Now,Burger,Revaler Str. 8,10245 Berlin–Friedrichshain,(030) 241 785 93
Burgeramt,Burger,Krossener Str. 21-22,10245 Berlin–Friedrichshain,(030) 755 400 01
Burgers Berlin,Burger,Sonntagstr. 2,10245 Berlin–Friedrichshain,(030) 293 640 69
Butterhandlung,Internationales Restaurant,Scharnweberstr. 54,10247 Berlin–Friedrichshain,None
Call a Pizza,Pizzaservice,Sonntagstr. 11,10245 Berlin–Friedrichshain,(030) 291 764 9
Cayetano,Mediterranes Restaurant,Simon-Dach-Str. 14,10245 Berlin–Friedrichshain,None
Chai Ji,Indisches Restaurant,Rigaer Str. 30,10247 Berlin–Friedrichshain,(030) 552 050 71
Chupenga - East Side Gallery,Mexikanisches Restaurant,Mühlenstr. 13,10243 Berlin–Friedrichshain,(030) 275 873 10
Coppa di Pasta,Italienisches Restaurant,Neue Bahnhofstr. 25,10245 Berlin–Friedrichshain,(030) 286 970 66
Curry 66,Imbiss,Grünberger Str. 66,10245 Berlin–Friedrichshain,(0163) 834 466 5
Café-Bar Datscha,Russisches Restaurant,Gabriel-Max-Str. 1,10245 Berlin–Friedrichshain,None
dean&david B Mediaspree GmbH,Bistro,Mercedes Platz 1,10243 Berlin–Friedrichshain,(030) 856 256 60
Devozione,Italienisches Restaurant,Boxhagener Straße 83,10245 Berlin–Friedrichshain,(030) 692 097 082
DTZ-Berlin e.V.,Kantine,Frankfurter Allee 40,10247 Berlin–Friedrichshain,(030) 293 852 04
Ditsch,Fast Food,Frankfurter Allee 111a,10247 Berlin–Friedrichshain,(030) 330 247 96
Domino's Pizza Deutschland GmbH,Pizzaservice,Boxhagener Str. 102,10245 Berlin–Friedrichshain,(030) 290 099 11
Domino's Pizza Deutschland GmbH,Pizzaservice,Boxhagener Str. 109,10245 Berlin–Friedrichshain,(030) 688 138 13
Duc Tam Quán,Vietnamesisches Restaurant,Neue Bahnhofstraße 8,10245 Berlin–Friedrichshain,None
Eatalian,Italienisches Restaurant,Mainzer Str. 14,10247 Berlin–Friedrichshain,None
Eatalian Trattoria,Italienisches Restaurant,Oderstr. 8,10247 Berlin–Friedrichshain,None
Elfida,Internationales Restaurant,Gabriel-Max-Str. 15 - am Boxhagener Platz,10245 Berlin–Friedrichshain,(0157) 873 807 89
Emma Pea,Veganes Restaurant,Revaler Str. 99 - RAW-Gelände,10245 Berlin–Friedrichshain,None
Englers Unikat,Deutsches Restaurant,Samariterstr. 17,10247 Berlin–Friedrichshain,(030) 420 813 39
ÉTÉ Restaurant - Inh. Thao My Tran,Asiatisches Restaurant,Simon-Dach-Str. 41,10245 Berlin–Friedrichshain,(030) 259 331 79
Euphoria,Mediterranes Restaurant,Grünberger Str. 60,10245 Berlin–Friedrichshain,(030) 290 046 83
Fabrics,Internationales Restaurant,Stralauer Allee 3,10245 Berlin–Friedrichshain,(030) 290 299 410 7
Fatoush,Arabisches Restaurant,Simon-Dach-Str. 41a,10245 Berlin–Friedrichshain,None
Fire Tiger,Asiatisches Restaurant,Revaler Str. 7,10245 Berlin–Friedrichshain,(030) 293 609 30
Fischschuppen,Fischrestaurant,Boxhagener Str. 68,10245 Berlin–Friedrichshain,(030) 914 762 07
Five Guys,Fast Food,Hedwig-Wachenheim-Str. 12,10243 Berlin–Friedrichshain,(030) 287 020 70
FH home delivery GmbH & Co. KG,Pizzaservice,Petersburger Str. 39,10249 Berlin–Friedrichshain,(030) 428 089 88
Gallery Restaurant,Deutsches Restaurant,Mühlenstr. 13-19 - im Hotel Indigo,10243 Berlin–Friedrichshain,(030) 297 720 60
Gans wie bei Oma,Deutsches Restaurant,Stralauer Allee 2,10245 Berlin–Friedrichshain,(030) 814 590 791
Gate 7,Vietnamesisches Restaurant,Lenbachstr. 7,10245 Berlin–Friedrichshain,(030) 510 607 02
Glory Duck,Vietnamesisches Restaurant,Sonntagstr. 31,10245 Berlin–Friedrichshain,(030) 639 653 31
Gotcha Restaurant,Vietnamesisches Restaurant,Simon-Dach-Str. 6,10245 Berlin–Friedrichshain,None
Goura Pakora,Veganes Restaurant,Krossener Str. 16,10245 Berlin–Friedrichshain,(030) 983 644 40
Grill by Boston,Steakhaus,Petersburger Str. 24,10249 Berlin–Friedrichshain,None
Habana,Mexikanisches Restaurant,Grünberger Str. 57,10245 Berlin–Friedrichshain,None
Hain & Friedrichs,Imbiss,Simon-Dach-Str. 37,10245 Berlin–Friedrichshain,(030) 224 388 32
Hangmee,Thailaendisches Restaurant,Boxhagener Str. 108,10245 Berlin–Friedrichshain,None
Hannibal Restaurant,Internationales Restaurant,Wühlischstr. 24,10245 Berlin–Friedrichshain,(030) 293 096 74
Hans im Glück,Bistro,Hedwig-Wachenheim-Straße 12,10243 Berlin–Friedrichshain,(030) 403 635 700
Happy Asia,Asiatisches Restaurant,Boxhagener Str. 57,10245 Berlin–Friedrichshain,(030) 400 389 30
Haus Berlin,Internationales Restaurant,Strausberger Platz 1,10243 Berlin–Friedrichshain,(030) 242 560 8
Hello Sushi,Sushirestaurant,Neue Bahnhofstr. 36,10245 Berlin–Friedrichshain,(030) 715 315 46
Hot 'n' Spicy Food,Imbiss,Sonntagstr. 3,10245 Berlin–Friedrichshain,None
HuaTing,Chinesisches Restaurant,Strausberger Platz 13,10243 Berlin–Friedrichshain,(030) 249 508 9
Il Tinello,Italienisches Restaurant,Samariterstr. 28,10247 Berlin–Friedrichshain,(030) 290 482 32
Imaki sushi,Japanisches Restaurant,Neue Bahnhofstr. 35,10245 Berlin–Friedrichshain,(030) 844 238 66
Imbiß Sanabel,Imbiss,Gabriel-Max-Str. 16,10245 Berlin–Friedrichshain,(030) 290 006 99
Jasumin Restaurant,Japanisches Restaurant,Mainzer Str. 10,10247 Berlin–Friedrichshain,None
Katerschmaus,Deutsches Restaurant,Holzmarktstr. 25,10243 Berlin–Friedrichshain,(01522) 941 326 2
Khwan,Thailaendisches Restaurant,Revaler Str. 99,10245 Berlin–Friedrichshain,(01525) 902 133 1
Kiez Vegan,Veganes Restaurant,Warschauer Str. 24,10243 Berlin–Friedrichshain,(0176) 227 816 91
Kim999,Vietnamesisches Restaurant,Mollstr. 31,10249 Berlin–Friedrichshain,None
Kreuzburger - Grünberger Straße,Burger,Grünberger Str. 52,10245 Berlin–Friedrichshain,(030) 293 819 43
Kültürzeit,Internationales Restaurant,Simon-Dach-Str. 24,10245 Berlin–Friedrichshain,(030) 297 789 00
Kurhaus Korsakow,Deutsches Restaurant,Grünberger Str. 81,10245 Berlin–Friedrichshain,(030) 547 377 86
Green Coffee Services GmbH,Imbiss,Frankfurter Allee 31,10247 Berlin–Friedrichshain,(030) 80 40 69 37
Lemon Feinkost & Café,Tuerkisches Restaurant,Wühlischstr. 18,10245 Berlin–Friedrichshain,None
Lemongrass,Thailaendisches Restaurant,Simon-Dach-Str. 2,10245 Berlin–Friedrichshain,(030) 200 569 75
L'Herbivore,Veganes Restaurant,Petersburger Str. 38,10249 Berlin–Friedrichshain,(030) 239 338 50
Like Thai Vegan,Thailaendisches Restaurant,Grünberger Str. 69,10245 Berlin–Friedrichshain,None
Lion Burger,Burger,Warschauer Str. 82,10243 Berlin–Friedrichshain,(030) 290 476 19
Lisboa Bar am Boxi,Portugiesisches Restaurant,Krossener Str. 20,10245 Berlin–Friedrichshain,(030) 936 219 78
L'Osteria,Italienisches Restaurant,Mildred-Harnack-Str. 11,10243 Berlin–Friedrichshain,(030) 261 092 00
Machete,Mexikanisches Restaurant,Neue Bahnhofstr. 29,10245 Berlin–Friedrichshain,(030) 325 398 68
